loss_train,loss_test,acc_train,acc_test
2.2326777992248537,1.997138786315918,0.13926,0.2687
1.9476357131004334,1.8849780130386353,0.28478,0.315
1.8591167883872985,1.8050778961181642,0.32494,0.3459
1.7828477249145507,1.7344687247276307,0.35744,0.3757
1.712512866973877,1.6711090898513794,0.38302,0.3982
1.646975703716278,1.612430236339569,0.40632,0.4166
1.6027759919166564,1.5751262283325196,0.422,0.4347
1.5668262920379639,1.537807583808899,0.43686,0.4434
1.533652946472168,1.5230336475372315,0.44846,0.4554
1.506653811454773,1.5038371086120605,0.45654,0.4601
1.4786681232452392,1.4612683749198914,0.46958,0.4787
1.4544016060829164,1.4408222603797913,0.47862,0.4845
1.4347160873413085,1.4237163758277893,0.48616,0.4882
1.4201396684646606,1.4297003531455994,0.49058,0.4864
1.4010250973701477,1.4001248979568481,0.50008,0.4977
1.3855869011878967,1.403765013217926,0.5027,0.5025
1.3735187005996705,1.3786206603050233,0.5098,0.5078
1.359496591091156,1.3646475720405578,0.51444,0.5126
1.3471530561447143,1.3648219847679137,0.5177,0.5123
1.336780590057373,1.3481896066665648,0.52184,0.5199
1.323062074661255,1.343871808052063,0.5274,0.5212
1.3129111871719361,1.3311187791824342,0.52944,0.5264
1.303256136417389,1.3530412602424622,0.53384,0.5123
1.2958712267875672,1.3188949155807494,0.53712,0.5236
1.2803713512420654,1.2988926243782044,0.5437,0.5362
1.2740400156974792,1.2974288535118104,0.54444,0.539
1.266167727470398,1.3115443968772889,0.54714,0.5286
1.259130458831787,1.2861594724655152,0.54804,0.5353
1.2483569121360778,1.3096206259727479,0.55552,0.5267
1.2427874712944031,1.305190749168396,0.55576,0.53
1.2332333216667175,1.267888491153717,0.5588,0.5465
1.2267410163879395,1.2596223139762879,0.56326,0.5504
1.2202748618125916,1.2550437045097351,0.5657,0.5498
1.210889651298523,1.2492397356033325,0.56816,0.549
1.2030105061531067,1.2555766224861145,0.57242,0.5514
1.1994202933311462,1.2453280949592591,0.57264,0.5526
1.1937479391098023,1.2434508466720582,0.57472,0.5547
1.1867494280338287,1.2338046646118164,0.5786,0.5559
1.18008691573143,1.2306113028526307,0.58032,0.5579
1.175178038597107,1.2468246793746949,0.58288,0.5568
1.1703034470081328,1.250937135219574,0.58488,0.5552
1.16532110786438,1.2302887415885926,0.58582,0.5575
1.1599941601753234,1.2222511219978331,0.58642,0.5595
1.1546678295135497,1.2289776372909547,0.59106,0.5602
1.1522249538898468,1.2127064275741577,0.59278,0.5644
1.144110933303833,1.2021933531761169,0.59506,0.5686
1.1411742818355561,1.2128000831604004,0.59472,0.5667
1.1396248002052307,1.2139107584953308,0.59436,0.5653
1.1307330183982849,1.2102198672294617,0.59918,0.5659
1.1251381120681763,1.196571967601776,0.60082,0.5703
