train_loss,val_loss,val_acc_
0.9988675117492676,8.241493225097656,0.4
8.198537690164617,0.6941359043121338,0.5
0.5720500033328947,1.2281585931777954,0.8
1.1770645827908515,1.1066291332244873,0.8
1.275946569760848,0.8856091499328613,0.8
0.929102664305383,0.33260291814804077,0.8
0.4152480606919383,0.02935449220240116,1.0
0.17039415997948837,0.05008096620440483,1.0
0.1142855365297291,0.11492998898029327,1.0
0.2808300279378906,0.019675204530358315,1.0
1.0622512102127075,0.015935178846120834,1.0
0.03001529749515198,0.32349446415901184,0.8
0.5190637468305792,0.01413051038980484,1.0
0.07560323546671256,0.00913870707154274,1.0
0.042512773678004045,0.04335193336009979,1.0
0.04811034618953208,0.04673685133457184,1.0
0.046518638089834106,0.004750062711536884,1.0
0.040664186280489116,0.0037617217749357224,1.0
0.03867169543696406,0.001651795580983162,1.0
0.014259012433063956,0.0009935598354786634,1.0
1.4131112098693848,0.01192462258040905,1.0
0.08829141295286506,0.6439832448959351,0.8
0.7854468797022566,0.016233135014772415,1.0
0.025568937246466198,0.033267904072999954,1.0
0.09008563855022961,0.00978699978441,1.0
0.026165394304789424,0.02169319987297058,1.0
0.02464880959492001,0.007291198708117008,1.0
0.010600893023447426,0.001503064762800932,1.0
0.014601351372531716,0.0008976285462267697,1.0
0.005258228884294814,0.0013833597768098116,1.0
2.1410019397735596,0.07018774002790451,1.0
0.10932214879486843,0.5877877473831177,0.8
0.8942002266633803,0.0002666455111466348,1.0
0.017280429549296834,0.00042596878483891487,1.0
0.030712296619954577,0.012365900911390781,1.0
0.009655405930346101,0.005004774313420057,1.0
0.10028663961004575,0.0023015793412923813,1.0
0.007860922306066971,0.007779101841151714,1.0
0.03252185148775985,0.000433193810749799,1.0
0.0038550749892050694,0.00047599361278116703,1.0
0.5602169632911682,0.0003761579282581806,1.0
0.03425371019308955,0.3056733012199402,0.8
0.5437207036093324,0.0013503970112651587,1.0
0.004952786581688577,1.270341157913208,0.8
1.2409426819157057,0.000765278353355825,1.0
0.0024819951486699013,0.15192414820194244,0.8
0.22330850174539313,0.008895153179764748,1.0
0.027158109577564524,0.0031738285906612873,1.0
0.01273760893361523,0.006197830196470022,1.0
0.014267441216667962,0.01238606683909893,1.0
0.5820743441581726,0.0003607373801060021,1.0
0.0058225219217298944,0.017276620492339134,1.0
0.023982698243527847,0.034450992941856384,1.0
0.06607303368256923,0.0028108921833336353,1.0
0.00930654154850668,0.0018557027215138078,1.0
0.051791746934827285,0.041633665561676025,1.0
0.07517457826842579,0.001292745117098093,1.0
0.0027274356261270324,0.0125877158716321,1.0
0.09540794834570479,0.00036960531724616885,1.0
0.006143571869717535,0.00034729938488453627,1.0
0.04530336335301399,0.002930679125711322,1.0
0.02437490870237051,0.014142808504402637,1.0
0.07567817704678115,0.00244121509604156,1.0
0.007054913501681694,0.021600307896733284,1.0
0.10373001766463454,0.10564043372869492,0.9
0.15548384639255752,7.794021803420037e-05,1.0
0.0007088867774755861,0.00010625973663991317,1.0
0.002853055614200912,0.00033829238964244723,1.0
0.005314666392563289,0.0005504491273313761,1.0
0.006053288820033154,0.0005238397279754281,1.0
0.21002508699893951,0.004218141548335552,1.0
0.05616034183206658,0.0009949287632480264,1.0
0.011702931461513527,0.00014822222874499857,1.0
0.00741736329368816,4.2923293221974745e-05,1.0
0.002404246483426584,2.3840610083425418e-05,1.0
0.002734867779810579,9.094092820305377e-05,1.0
0.0010165067128784827,9.498003782937303e-05,1.0
0.0019021040547570474,3.703286711242981e-05,1.0
0.0008805373514232072,1.685532697592862e-05,1.0
0.002398193577468914,3.779717371799052e-05,1.0
0.41147080063819885,9.108408994507045e-05,1.0
0.0007061572098976599,0.010485823266208172,1.0
0.06995022068940238,0.011907788924872875,1.0
0.07510816815759322,0.00021997517615091056,1.0
0.002912790197853404,0.0003314226632937789,1.0
0.013151977130650463,0.00044498778879642487,1.0
0.0054752378385167924,0.00011248733062529936,1.0
0.0025590965944355965,0.0004706410691142082,1.0
0.0015370639617456384,0.0011333662550896406,1.0
0.001953644409845488,0.0020356415770947933,1.0
0.1751035451889038,0.00028023176128044724,1.0
0.0021203599930182146,0.031061222776770592,1.0
0.2077150838180723,2.7846128432429396e-05,1.0
0.0012470461036885954,0.0008458638330921531,1.0
0.007269208115844756,0.00013940822100266814,1.0
0.00365349157593491,0.000503526593092829,1.0
0.004143127007275319,0.0001665597956161946,1.0
0.058584783625448326,6.675191252725199e-05,1.0
0.0008520473929376874,0.00011854199692606926,1.0
0.0010356835993119927,0.00028422215837053955,1.0
0.006291340570896864,0.00012105445784982294,1.0
0.023667797107546365,0.009037001058459282,1.0
0.05181641240691993,0.0008843575487844646,1.0
0.0009230866417643537,0.9409842491149902,0.8
0.9523805075750359,0.00016548766870982945,1.0
0.0004911307199208104,0.008457353338599205,1.0
0.01169693035295867,0.0322163924574852,1.0
0.10827653586017677,0.016958456486463547,1.0
0.041209622408126034,0.030925270169973373,1.0
0.03945180200794378,0.03251311182975769,1.0
0.1912137269973755,0.003722755704075098,1.0
0.0014017775479110762,0.05261707305908203,1.0
0.1930644639934629,5.706237425329164e-05,1.0
0.000636358388078434,6.20268183411099e-05,1.0
0.006685324347074078,4.3554675357881933e-05,1.0
0.022636248243828323,2.3543101633549668e-05,1.0
0.011756977533449744,2.8168209610157646e-05,1.0
0.002394862068200305,5.5618711485294625e-05,1.0
0.0004265822758035528,0.00021781439136248082,1.0
0.0017143636544018977,0.0007125915726646781,1.0
0.2705894410610199,0.000977874849922955,1.0
0.0020125778858539767,0.2322448045015335,0.9
0.06629802009576723,0.0016577821224927902,1.0
0.00568192969256534,0.7074605226516724,0.8
0.8157840558638214,0.04327477887272835,1.0
0.17035312337110253,0.10749076306819916,1.0
0.2636879414029595,0.001822224585339427,1.0
