accuracy,loss
0.8666666666666667,1.3364429473876953
0.85,1.3797082901000977
0.8166666666666667,1.4724268317222595
0.75,1.6455597281455994
0.6833333333333333,1.8184825778007507
0.8333333333333334,1.428557276725769
0.8333333333333334,1.427106261253357
0.8,1.5105074644088745
0.9,1.2477002143859863
0.8666666666666667,1.3354994058609009
0.7666666666666667,1.5996304154396057
0.8333333333333334,1.4279967546463013
0.7333333333333333,1.6867024898529053
0.8,1.5115234851837158
0.75,1.647585153579712
0.7666666666666667,1.6039111018180847
0.7666666666666667,1.5993409156799316
0.7833333333333333,1.5592885613441467
0.8166666666666667,1.469837248325348
0.7833333333333333,1.5551897883415222
0.8166666666666667,1.4684964418411255
0.8166666666666667,1.468472182750702
0.8833333333333333,1.2911738455295563
0.7333333333333333,1.684786319732666
0.8,1.5119982361793518
0.8333333333333334,1.4254819750785828
0.7666666666666667,1.597872793674469
0.7,1.7763693928718567
0.7666666666666667,1.6014440059661865
0.8,1.5131440162658691
0.8166666666666667,1.468591332435608
0.7666666666666667,1.599606215953827
0.8166666666666667,1.468349039554596
0.8,1.5104244351387024
0.8,1.511896789073944
0.8666666666666667,1.3385149240493774
0.8166666666666667,1.4720913171768188
0.8,1.5110403895378113
0.8333333333333334,1.4299501180648804
0.8666666666666667,1.3393316864967346
0.7833333333333333,1.5551379919052124
0.8166666666666667,1.4691436290740967
0.8,1.513088583946228
0.8166666666666667,1.4680411219596863
0.7333333333333333,1.6858405470848083
0.8,1.509548306465149
0.7666666666666667,1.597656011581421
0.7666666666666667,1.5993569493293762
0.85,1.3822630643844604
0.8333333333333334,1.4228034019470215
