accuracy,precision,recall,f1,mcc
0.8134133907329784,0.3115638775764243,0.7115226364540063,0.3395087541285985,0
0.8908373232844204,0.5753482159893151,0.9698685327943858,0.5997644036937813,0
0.8548055308771533,0.5,0.7229215080875043,0.4856855252671838,0
0.9548037421070519,0.836757548348193,0.9833663592295859,0.8833822936594165,0
0.8563557982982833,0.7498421517868418,0.723349418371176,0.4858455178672616,0
0.9072403451133783,0.7789099694450367,0.9658615370098507,0.8166133298672565,0
0.8754956383822363,0.7581454069518282,0.9541784890597604,0.7856245239370052,0
0.764377239689231,0.7221905866638547,0.9132834324110221,0.7120168772531456,0
0.8533506645280926,0.5,0.7225199307443664,0.4854608940979781,0
0.8341452362070919,0.75,0.7172187806531886,0.4824593848191515,0
0.8533208516930709,0.6,0.7780093613603597,0.3883650296064089,0
0.843417027898851,0.5,0.7197780133113014,0.4839168789128325,0
0.8535772420742578,0.75,0.7225824714781338,0.48549590273835685,0
0.9528659078306393,0.9832298394722043,0.6666513057846887,0.6580654825828239,0
0.9529076457996697,0.9835251367864212,0.6666666666666666,0.6582205111752754,0
0.9394978326068939,0.5,0.7462985760462406,0.49813548530440754,0
0.89791489031858,0.578923175313774,0.971822107820225,0.6050416919335807,0
0.9839785824593204,0.9153834041883169,0.9941036157321764,0.9485665554155872,0
0.8978373769475234,0.5789452640838031,0.9718007123060415,0.6050551966929993,0
0.9825714166462945,0.6826042726347914,0.9951893009262611,0.7086236049714724,0
0.943850506520067,0.6141197549416253,0.9845014186871712,0.6487091686434809,0
0.8727111195912064,0.7566846748273268,0.9531536987906598,0.7832277965126481,0
0.9083732328442041,0.5848736244841816,0.974708856426225,0.6134055651563347,0
0.8575960122351874,0.4,0.7789533972784906,0.3888922475044907,0
0.9058451044343611,0.4,0.7896077050184,0.3946652518172817,0
0.7712640045792515,0.5,0.6998620812239551,0.472137061074567,0
0.8426001562192555,0.4,0.7756420300063858,0.38703128614590854,0
0.8760263068456232,0.5688458856345886,0.9657803437765387,0.5895942273342707,0
0.9054933129811046,0.7775251249228005,0.9652185743784877,0.8147009717994798,0
0.8909744623255204,0.767215368750716,0.9598751818618706,0.799814110629922,0
0.9394680197718722,0.8125207756232687,0.977722332308543,0.8580614014575144,0
0.8826566813544567,0.7621292334469505,0.9568139775248352,0.7919975823210662,0
0.9276442494022527,0.7980831627814107,0.9733708138853595,0.8413102779753219,0
0.9191416288540543,0.7893502337791447,0.9702415827852789,0.8304475461081431,0
0.9256527520228008,0.7959280535506784,0.9726378803738399,0.8386846286199073,0
0.9578029133102384,0.6318618939495124,0.9883526112402157,0.6666939316346389,0
0.8858049167327517,0.763992606284658,0.9579726269083153,0.7949010598989649,0
0.9186944363287283,0.5,0.7405563492011245,0.495187275216061,0
0.9249312814152749,0.5,0.7422778651885109,0.4960783658185952,0
0.8981176175967277,0.7720365552664932,0.962504087091812,0.8069246767043375,0
0.890211253748964,0.4,0.7861554565144403,0.39282954921288704,0
0.9303333671212131,0.8011098627991693,0.9743604935670821,0.8449401714159771,0
0.9039847835290049,0.5,0.7364961389325942,0.49306065352490047,0
0.8291128296554232,0.75,0.7158297180400393,0.4816616026003392,0
0.8656633653920686,0.7531878532930195,0.9505599041480964,0.7773493366550227,0
0.8544120014548664,0.7481355407705399,0.9464190492491821,0.7684709221194089,0
0.9174899977938502,0.7877867746288798,0.9696337307412942,0.8284377371666727,0
0.8907001842433204,0.7670390280478351,0.9597742389231584,0.7995487140265526,0
0.8600585524079827,0.75,0.7243714656256377,0.48649342538944595,0
0.8535176164042143,0.4,0.7780528107122402,0.3883893526693205,0
