accuracy,loss
0,0.7953016095338045
0,0.6506203791024509
0,0.5353844139472478
0,0.503919600709307
0,0.5592340738478082
0,0.6045508647071267
0,0.6236955955111319
0,0.6502637469332527
0,0.6888352557878803
0,0.6856196121286463
0,0.6327627561290369
0,0.626587321245491
0,0.7213135346886185
0,0.8599264231937489
0,0.862541746120624
0,0.8020655804840778
0,0.661062236821003
0,0.7416237291199052
0,0.8103544673009051
0,0.8655476940274238
0,0.9091115328573657
0,0.9434144615654454
0,0.9705643434321025
0,0.9922335436935364
0,1.0097089164294302
0,1.023940723038244
0,1.0356502709010684
0,1.0453656400676679
0,1.053498867991622
0,1.0603594366805282
0,1.0661957017544794
0,1.0711770729755776
0,1.0754485770433588
0,1.079132662822458
0,1.0823213217390908
0,1.0850844129126658
0,1.0874859861877781
0,1.0895787551293357
0,1.0914019052177943
0,1.0929899702594374
0,1.0943775135638814
0,1.095584148545232
0,1.0966513600719197
0,1.0975792172354542
0,1.0983917231712215
0,1.099096527479451
0,1.0997229905876986
0,1.1002643003581023
0,1.1007360727079212
0,1.1011455661318506
