accuracy,loss
0.8,1.0549066662788391
1.0,0.02101563662290573
0.85,0.3388742357492447
1.0,0.00018321876268601045
1.0,0.00415851129218936
1.0,1.7633683455642313e-05
1.0,5.42781017429661e-05
1.0,0.00011308085595373996
1.0,3.042979005840607e-05
1.0,6.647348982369294e-06
1.0,8.923452151066158e-05
1.0,7.301792493308312e-06
1.0,9.835747732722666e-06
1.0,7.919456493254984e-06
1.0,6.063439968784223e-06
1.0,3.973682487412589e-05
1.0,9.578790923114866e-06
1.0,1.7604911590751726e-05
1.0,7.803976814102498e-06
1.0,4.563877610053169e-06
1.0,0.0013115795445628464
1.0,3.776521680265432e-05
1.0,7.65469235375349e-06
1.0,3.7237660990285804e-06
1.0,1.544649137485976e-06
1.0,9.937061520304269e-07
1.0,5.722267587771057e-06
1.0,7.704848712819512e-06
1.0,5.981629101370345e-06
1.0,4.684873147198232e-06
1.0,2.020586634898791e-06
1.0,4.962428420185461e-06
1.0,9.680283937996137e-06
1.0,8.845431239024037e-06
1.0,2.1064140582893742e-06
1.0,3.2802172427182086e-06
1.0,8.606732080806978e-06
1.0,3.0096143746050075e-06
1.0,6.53345000500849e-06
1.0,2.8636865181397297e-06
1.0,1.9366440824342135e-06
1.0,6.460850227085757e-05
1.0,1.2317582331888843e-05
1.0,6.798836921007023e-06
1.0,8.338787210959708e-06
1.0,4.543813247437356e-06
1.0,5.043885039412999e-06
1.0,3.343597541061172e-06
1.0,0.000123895229990012
1.0,1.069618792826077e-05
