train_loss,val_loss,val_acc_
0.5467350855469704,0.028101766662681864,1.0
0.06509579454238217,0.0066776960732871276,1.0
0.05575234986220797,0.003508796556464707,1.0
0.04918361082673073,0.0036289705324937436,1.0
0.045797502156347036,0.0033157129828396137,1.0
0.05800880012854274,0.014554987489342844,1.0
0.028257232004155714,0.0027800988876454844,1.0
0.019570803735405207,0.0035443451149532734,1.0
0.014042487872454027,0.0021057032396332906,1.0
0.01005814562086016,0.0023704900931615924,1.0
0.026052628905745223,0.0009299100756834378,1.0
0.020598297861094277,0.001117814434110187,1.0
0.01359586650505662,0.000623805082910304,1.0
0.01052445984290292,0.0003509673336642057,1.0
0.008752664221295467,0.0032596449027177954,1.0
0.021160905616852688,0.0014312518490413595,1.0
0.009431569002723942,0.002310779280094858,1.0
0.0048818569630384445,0.000810321900218014,1.0
0.003035046082610885,0.001952771378948152,1.0
0.0035840668618523828,0.005585056986499619,1.0
0.013056787078009316,0.00047288007484524996,1.0
0.00855830154614523,0.0012527908173568154,1.0
0.005281356648386766,0.002681417253958429,1.0
0.002102272061165422,0.0003201452381986769,1.0
0.0012617345976953704,0.0001503909526855788,1.0
0.013219343577172063,0.0012210676196720744,1.0
0.011520983263229331,0.00233177617700416,1.0
0.010764293799487254,0.00012945664320795913,1.0
0.008570954184203098,0.00018858127608230765,1.0
0.00727687308487172,0.00025528024034808067,1.0
0.012173641552938838,0.0008454065327896387,1.0
0.01376522237357373,0.002394555342069893,1.0
0.005424534232588485,0.0028490275567871017,1.0
0.0021502575982594863,0.0002524919837429233,1.0
0.0033204313658643514,7.8810108602075e-05,1.0
