train_loss,val_loss,val_acc_
1.6944910287857056,0.31667615385958925,1.0
0.3328777601321538,0.1238354742527008,1.0
0.2023073434829712,0.1056397408246994,1.0
0.1322806105017662,0.041754039004445076,1.0
0.09657614802320798,0.019797209417447448,1.0
0.07735910514990489,0.00937967374920845,1.0
0.06319663984080155,0.005543159320950508,1.0
0.05752841383218765,0.003198973718099296,1.0
0.053889681895573936,0.001903587020933628,1.0
0.05442014957467715,0.0016158343642018735,1.0
train_loss,val_loss,val_acc_
2.1868856425086656,0.6347467442974448,1.0
0.5170519178112348,0.09360226429998875,1.0
0.1404184252023697,0.025105556473135948,1.0
0.09765039632717769,0.011550866533070803,1.0
0.07762754956881206,0.006555736064910889,1.0
0.07154379412531853,0.0036475410452112556,1.0
0.06481250127156575,0.00204348168335855,1.0
0.06338360346853733,0.0016618136432953179,1.0
0.06040861581762632,0.0014157200930640101,1.0
0.06119638433059057,0.0007235591765493155,1.0
train_loss,val_loss,val_acc_
0.1139941190679868,0.03296268789563328,1.0
0.08183447488894065,0.0006252563143789303,1.0
0.034115721161166825,0.0002749350751400925,1.0
0.029970781256755192,0.0005494134111359017,1.0
0.027477607131004333,0.0002512229548301548,1.0
0.027446834060053032,0.00031925252369546797,1.0
0.02489068980018298,0.00038550128010683693,1.0
0.02364367712289095,0.00027473564114188775,1.0
0.02234946998457114,0.0002621180465212092,1.0
0.022088322478036087,0.0010197771771345288,1.0
train_loss,val_loss,val_acc_
0.12698803221186003,0.00038012991717550904,1.0
0.029719613182048004,0.00042079470586031675,1.0
0.03587797749787569,0.00041350516221427824,1.0
0.046290136873722076,0.0006259817964746617,1.0
0.04634995603313049,0.0007678304809815018,1.0
0.035506012849509716,0.00017070369722205214,1.0
0.036567979492247105,0.0002641494374984177,1.0
0.03048503864556551,0.0003381009810254909,1.0
0.03111221765478452,0.00044839808924734825,1.0
0.029197523680826027,0.00029176161660871003,1.0
train_loss,val_loss,val_acc_
0.17693556162218252,0.01038955656986218,1.0
0.05754918543001016,0.002852518984582275,1.0
0.04196462749193112,0.0005316358292475343,1.0
0.04039160596827666,0.0015497910681006033,1.0
0.032959590976436935,0.000185318505828036,1.0
0.02915306544552247,0.00013319592835614458,1.0
0.029507794107000034,0.00014439930237131193,1.0
