loss_train,loss_test,acc_train,acc_test
1.0924547402064007,0.28437966361641887,0.7381333333333333,0.9185
0.22089313382903736,0.15362364903092385,0.9360333333333334,0.9556
0.1421851280083259,0.11104270492680371,0.9581666666666667,0.9651
0.10733382859577735,0.09117921561934055,0.9679166666666666,0.9736
0.08871895500769218,0.07132504451088607,0.9734833333333334,0.9791
0.07545002967119217,0.06261457802262158,0.9778833333333333,0.9815
0.06740396331995725,0.06124007311882451,0.9798333333333333,0.9814
0.060511284008001286,0.05292619262821972,0.98195,0.9832
0.055980509376774235,0.04893486138433218,0.9829333333333333,0.9835
0.051862237860138216,0.046928212215425445,0.9845333333333334,0.984
0.048230552493284146,0.04237138925353065,0.9854666666666667,0.9861
0.04559481972518067,0.03897112893173471,0.9863333333333333,0.987
0.04179432742297649,0.037589168169070035,0.9876666666666667,0.9873
0.04005478998335699,0.0407344532222487,0.9880833333333333,0.9865
0.038280869058022894,0.03549538249266334,0.9883,0.9877
0.03639345908847948,0.03812549830065109,0.9889333333333333,0.9872
0.03422774597536773,0.033247724815737456,0.9899166666666667,0.9885
0.03249953053270777,0.03491479541407898,0.9906833333333334,0.9884
0.031430596945962556,0.03198712821351364,0.9905666666666667,0.9891
0.029517519016129274,0.0315990886266809,0.9912666666666666,0.9893
0.028472492283520598,0.030842598504095806,0.9914666666666667,0.9891
0.02671247850017001,0.030576888905488885,0.9920833333333333,0.9895
0.025719802343907455,0.0294690674188314,0.9924,0.9903
0.02477520515676588,0.029069313422660344,0.9928,0.9902
0.023793741952007015,0.028563506498758214,0.9931833333333333,0.99
0.022798364345605174,0.028414992867910768,0.9934666666666667,0.9896
0.021892444335001832,0.029762878640030976,0.99365,0.9897
0.02077668713328118,0.027704150394711177,0.99405,0.9912
0.02026747033620874,0.02719200555671705,0.9941333333333333,0.9912
0.019042066927067936,0.031441430129634684,0.9945833333333334,0.9892
0.01864275532308966,0.02536174814988044,0.9946,0.9921
0.017977259857580065,0.025136878133926076,0.9949166666666667,0.9913
0.017145056687295438,0.026512895832274806,0.9952666666666666,0.9907
0.016776195340789855,0.026184179155534365,0.9951333333333333,0.9914
0.01605683280931165,0.024522603715304285,0.9954166666666666,0.9914
0.015195745239422347,0.026642626151879085,0.9956333333333334,0.9911
0.014723599315232908,0.02617098940856522,0.9958833333333333,0.9909
0.0142560617866305,0.028974089941184503,0.9960666666666667,0.9903
0.013895076180730636,0.02923254607259878,0.9963833333333333,0.99
0.013295984933696067,0.026228585420176385,0.9962833333333333,0.9913
0.012921460490130508,0.024887920562541695,0.9967833333333334,0.9911
0.012300612900483732,0.025838380879868054,0.9968333333333333,0.9921
0.011937083138618618,0.02503886549733579,0.9970166666666667,0.991
0.010974922160579203,0.02636007233406417,0.9973,0.9917
0.01123777203708111,0.02552649583827588,0.9969833333333333,0.9915
0.010489154298556968,0.0266422373696696,0.9977,0.9914
0.01039640892879106,0.026012689088529443,0.9973833333333333,0.9911
0.009689989566880589,0.026294956247947993,0.9977333333333334,0.9911
0.009714856560458429,0.025238445149589096,0.9976166666666667,0.9919
0.009134339170802074,0.02550420109255356,0.9977666666666667,0.9911
