accuracy,loss
1.0,0.14032419969638188
1.0,0.03874007935616343
0.9333333333333333,0.0634153090727826
1.0,0.0602045592822833
0.9333333333333333,0.04816764649003744
0.9333333333333333,0.026819078556339568
1.0,0.008817889182197784
1.0,0.00925045914191287
1.0,0.01367366457367704
0.9333333333333333,0.012502684082088914
1.0,0.013894476607068404
1.0,0.011872752840766528
1.0,0.01400762650124913
1.0,0.020258787120292256
1.0,0.009013913093561617
1.0,0.008824155073307338
1.0,0.016009178352032905
1.0,0.01527807241497309
1.0,0.01548497317417059
1.0,0.0038902340612063805
1.0,0.014576921960300145
1.0,0.00567892994107145
1.0,0.004846297032418079
1.0,0.013502093126104835
1.0,0.00792551726566065
1.0,0.0065125121825985845
1.0,0.0019472535272749762
1.0,0.007362059144058245
1.0,0.004528762138822155
1.0,0.006146872488731484
1.0,0.004081926940125413
1.0,0.006347802552166589
1.0,0.010364973631142978
1.0,0.011893760116557435
1.0,0.0033329075201133187
1.0,0.005384089434119233
1.0,0.006278886453719679
1.0,0.0037960311362439823
1.0,0.0022059696212333316
1.0,0.0051188328668407244
1.0,0.003883405068412079
0.9333333333333333,0.009788293903026594
1.0,0.0015902101038515564
1.0,0.0010212828989854946
1.0,0.0017736661782388789
1.0,0.0014941273042495596
1.0,0.0016096773298765281
1.0,0.0014472065824520542
1.0,0.004352295141021993
1.0,0.0016178517887662262
