accuracy,loss
0,0.38235510128443356
0,0.0066913177457744956
0,0.2019463714028968
0,1.6171707591072457
0,0.5507322878134056
0,0.6971847618212466
0,0.5912471202553296
0,0.20410395882657317
0,0.026924589236618064
0,0.0021049110577670764
0,0.0021035976898780124
0,0.0020492067991862775
0,0.0019213625365394915
0,0.0018962693087695563
0,0.0019012548525619215
0,0.0019052552211968625
0,0.0019050857890015622
0,0.0018911980586813488
0,0.0019052572210594156
0,0.0018654850382189892
0,0.0018647605511283533
0,0.001881572253979193
0,0.0018897912295184052
0,0.8081316414426585
0,1.735666078817649
0,0.6232382422587911
0,0.3360522267271261
0,0.0035709057951758263
0,1.2849008564089166
0,0.4129488920579191
0,0.4077736521353487
0,0.29923501288304566
0,0.2904614395294033
0,0.06688897794143098
0,0.27345363805528544
0,0.33788859988333747
0,0.42975598094893286
0,0.01619985765342402
0,0.06723453150909454
0,0.44073120140638505
0,0.13509949065867016
0,0.0017567395600948299
0,0.0016070530624854088
0,0.0015075356651815112
0,0.0015197411704365713
0,0.001493185420318308
0,0.001445799828106232
0,0.047450809449446005
0,0.14038832412391414
0,0.6361977711075643
