accuracy,precision,recall,f1,mcc
0.5512820512820513,0.775274244004171,0.5512820512820513,0.4330875999632319,0
0.8,0.9,0.8,0.7333333333333333,0
0.6743589743589744,0.8319924877103094,0.6743589743589744,0.6268611608633072,0
0.5547008547008547,0.552228763666947,0.5547008547008547,0.4261128438899552,0
0.7,0.8347926267281107,0.7,0.6393547680886846,0
0.6,0.6435582822085889,0.6,0.5004761904761905,0
0.6974358974358974,0.8373067173637516,0.6974358974358974,0.6416856968841455,0
0.6,0.6526784146127277,0.6,0.5016918091406861,0
0.7076923076923077,0.8434285714285714,0.7076923076923076,0.6509117785001426,0
0.6025641025641025,0.8428606389605766,0.6025641025641025,0.49462453387998295,0
0.6,0.7877452354260089,0.6,0.462000800320128,0
0.7991452991452992,0.8991489361702127,0.7991452991452992,0.7324786285762988,0
0.6,0.7987342692951189,0.6,0.46619655521783177,0
0.7923076923076923,0.8925925925925926,0.7923076923076924,0.725638179800222,0
0.6,0.7993630689325254,0.6,0.46643043190406236,0
0.7991452991452992,0.8991489361702127,0.7991452991452992,0.7324786285762988,0
0.6,0.7957093095471688,0.6,0.46506222390508645,0
0.8,0.9,0.8,0.7333333333333333,0
0.6,0.7981135157207022,0.6,0.46596502738215656,0
0.7974358974358975,0.8974683544303798,0.7974358974358975,0.7307691254023697,0
0.6,0.7981135157207022,0.6,0.46596502738215656,0
0.8,0.9,0.8,0.7333333333333333,0
0.6,0.7928754813863927,0.6,0.4639855072463768,0
0.7991452991452992,0.8991489361702127,0.7991452991452992,0.7324786285762988,0
0.6,0.7981135157207022,0.6,0.46596502738215656,0
0.7991452991452992,0.8991489361702127,0.7991452991452992,0.7324786285762988,0
0.6,0.7957093095471688,0.6,0.46506222390508645,0
0.7991452991452992,0.8991489361702127,0.7991452991452992,0.7324786285762988,0
0.6,0.7957093095471688,0.6,0.46506222390508645,0
0.7991452991452992,0.8991489361702127,0.7991452991452992,0.7324786285762988,0
0.6,0.7951275601868487,0.6,0.4648423057984,0
0.8,0.9,0.8,0.7333333333333333,0
0.6,0.7957093095471688,0.6,0.46506222390508645,0
0.7991452991452992,0.8991489361702127,0.7991452991452992,0.7324786285762988,0
0.6,0.7928754813863927,0.6,0.4639855072463768,0
0.8,0.9,0.8,0.7333333333333333,0
0.6,0.7962987012987013,0.6,0.46528444638440264,0
0.7991452991452992,0.8991489361702127,0.7991452991452992,0.7324786285762988,0
0.6,0.7981135157207022,0.6,0.46596502738215656,0
0.6247863247863248,0.8687917933130699,0.6247863247863248,0.5469912829240633,0
0.6,0.7993630689325254,0.6,0.46643043190406236,0
0.6,0.6974683544303797,0.6,0.5320594479830149,0
0.6017094017094017,0.7955718358656032,0.6017094017094017,0.4686219349109292,0
0.6649572649572649,0.8691165850918718,0.664957264957265,0.6045623265207946,0
0.6,0.7993630689325254,0.6,0.46643043190406236,0
0.7965811965811965,0.6974683544303797,0.7965811965811966,0.7303353100519804,0
0.6,0.7951275601868487,0.6,0.4648423057984,0
0.7991452991452992,0.8991489361702127,0.7991452991452992,0.7324786285762988,0
0.6,0.7987342692951189,0.6,0.46619655521783177,0
0.7991452991452992,0.8991489361702127,0.7991452991452992,0.7324786285762988,0
